from,to,start,end
LFT,ATL,1353445200,1353450840
PHL,BOS,1353445740,1353451020
ORD,PDX,1353435300,1353451140
DTW,CLE,1353448680,1353451260
IAH,DAL,1353447660,1353451020
MCI,ORD,1353445800,1353451620
BNA,SAT,1353441180,1353450600
CVG,JFK,1353442980,1353450540
SMF,SLC,1353445140,1353449820
TPA,IAH,1353442860,1353451380
FLL,BUF,1353440520,1353450540
IAD,DFW,1353440940,1353451260
MCO,AUS,1353440700,1353450780
LAN,MSP,1353445140,1353450900
MSY,ATL,1353446040,1353450900
LGA,PIT,1353444840,1353450600
PSP,LAS,1353447180,1353450600
RDU,MCO,1353444660,1353450600
CLT,JFK,1353444660,1353451020
GRR,MSP,1353445380,1353450480
IAH,LFT,1353448020,1353451320
PHL,ATL,1353444240,1353451200
MCO,ISP,1353442140,1353450300
SEA,BOS,1353431520,1353450900
CLE,BTV,1353443760,1353448860
ATL,LFT,1353444000,1353449640
IAH,ABQ,1353443520,1353451140
ISN,MSP,1353445260,1353451500
DCA,MKE,1353444660,1353451500
EWR,CVG,1353444000,1353451260
ILM,CLT,1353447420,1353451500
IAH,MSY,1353447660,1353451320
SGF,ATL,1353445740,1353451620
IAH,MCI,1353444000,1353451080
ORD,CLE,1353447300,1353451440
OAK,AUS,1353438540,1353450780
LAX,SFO,1353445560,1353451800
BOS,PHL,1353446460,1353450720
HHH,CLT,1353446400,1353450600
ORD,SDF,1353447180,1353451260
EWR,IND,1353443940,1353450900
MCO,PHL,1353443280,1353451080
COS,ORD,1353442320,1353451140
ISP,PHL,1353447180,1353450900
LGA,ORD,1353442500,1353451380
DFW,CLL,1353448620,1353451320
SAN,SJC,1353446040,1353450720
SLC,DEN,1353446280,1353451020
IAH,DEN,1353441420,1353450540
LGA,PBI,1353440100,1353451740
ATL,MSY,1353445860,1353451140
MGM,CLT,1353446160,1353450720
MEM,LGA,1353442980,1353451380
GRK,IAH,1353448260,1353451320
BUR,OAK,1353446280,1353450720
LGA,BOS,1353445740,1353450960
ORD,ABE,1353444540,1353450660
ATL,OAJ,1353446160,1353451380
IAD,RIC,1353447900,1353450660
DFW,ORD,1353442140,1353451440
ATL,TPA,1353445800,1353450780
DTW,OMA,1353444060,1353450840
CID,ORD,1353446820,1353451560
TUL,DAL,1353447300,1353450300
SFO,IAH,1353437400,1353451200
EWR,BOS,1353447180,1353450720
SLC,DEN,1353445920,1353450420
DTW,GSP,1353444240,1353450600
SEA,BLI,1353448800,1353451020
LAX,MSP,1353437820,1353450840
BUR,SJC,1353446820,1353450540
SEA,OAK,1353443460,1353451200
MKE,RSW,1353441480,1353451320
DCA,VPS,1353441600,1353451140
CVG,STL,1353446100,1353450660
ATL,JAN,1353445920,1353450300
ATL,SAV,1353447180,1353451140
IAH,BOS,1353438600,1353451200
LAX,SFO,1353444420,1353451800
PHL,RDU,1353444540,1353450900
FLL,PHL,1353441420,1353450720
BOS,MIA,1353439320,1353451680
DTW,JFK,1353444180,1353451620
RUT,BOS,1353447000,1353450600
MCO,IAH,1353442620,1353451680
LAX,JFK,1353432240,1353451260
IAD,PIT,1353447780,1353450900
ATL,BOS,1353442080,1353451440
EWR,BNA,1353442860,1353451020
JFK,ROC,1353446880,1353450720
MKE,DEN,1353442860,1353450780
MKE,ATL,1353444180,1353451500
DFW,ATL,1353444300,1353450720
LGB,SLC,1353445380,1353451140
PHL,BTV,1353446760,1353451200
MCO,IAD,1353443820,1353452040
SDF,ATL,1353446520,1353450720
ATL,BDL,1353441900,1353451080
SFO,LAX,1353446400,1353451560
IAD,CRW,1353448020,1353451440
ATL,TUL,1353445140,1353451740
SEA,MSP,1353439860,1353450900
LIT,ATL,1353446640,1353451800
MSP,DFW,1353442140,1353450840
DFW,BTR,1353447480,1353451680
HOU,DAL,1353446940,1353450420
CVG,MSP,1353444360,1353450900
PHX,DEN,1353444840,1353450720
LAS,LAX,1353447660,1353451200
IAH,SFO,1353433800,1353451080
LGA,PIT,1353444780,1353450960
DFW,DTW,1353442140,1353451860
LAS,RNO,1353445980,1353450840
LAS,ABQ,1353445740,1353450660
DFW,MIA,1353441960,1353451860
IAH,DFW,1353447900,1353451920
MEM,DFW,1353446580,1353452100
XNA,ATL,1353444960,1353451620
RSW,ATL,1353445680,1353451920
IAH,ELP,1353444360,1353451560
IND,ATL,1353447180,1353451980
ATL,LGA,1353443640,1353451380
SFO,LAX,1353446160,1353450840
ORD,TPA,1353442800,1353451800
ORD,BHM,1353445860,1353451560
ATL,PIT,1353443940,1353449640
BWI,PHL,1353449100,1353451740
SLC,ORD,1353440820,1353451860
CMH,JFK,1353444240,1353452040
JFK,FLL,1353440820,1353451680
DTW,OKC,1353442740,1353450780
BHM,ATL,1353448080,1353451500
ORD,MSP,1353446940,1353451740
BTV,EWR,1353446520,1353451080
GPT,IAH,1353446340,1353451080
LAS,ATL,1353437640,1353450900
RDU,JFK,1353445800,1353451320
CVG,MKE,1353445500,1353451200
CLT,OAJ,1353447360,1353451140
BOS,EWR,1353448020,1353451980
MSY,CLT,1353442560,1353451320
STL,ATL,1353446640,1353451980
ATL,CRW,1353447000,1353451620
JFK,SLC,1353433620,1353451140
EWR,MCO,1353442320,1353451800
LAS,ATL,1353437700,1353451260
CLE,CLT,1353446100,1353451020
MSP,PVD,1353441360,1353451140
BOS,SFO,1353428760,1353452040
SEA,IAH,1353436860,1353451620
DLH,ORD,1353446280,1353451260
BHM,CLT,1353447600,1353451800
ELP,DAL,1353446580,1353451260
LAX,PSP,1353448680,1353451320
MSP,SLC,1353442320,1353451500
ATL,EWR,1353443100,1353451200
MSP,PHX,1353440580,1353451560
LGA,MDW,1353442200,1353450900
ABQ,PDX,1353441120,1353451080
LGA,MCI,1353440280,1353451440
DAL,IAH,1353447900,1353451500
EWR,MCI,1353440520,1353451500
LAX,MDW,1353437400,1353451440
LGA,CHS,1353441960,1353452280
SNA,SMF,1353446400,1353451440
MDW,CMH,1353447960,1353451440
DTW,BOS,1353444300,1353452040
SAT,IAH,1353448500,1353451800
IND,EWR,1353445260,1353452400
ATL,XNA,1353445620,1353451680
EWR,TPA,1353442140,1353452280
BDL,JFK,1353448800,1353451980
MSP,IND,1353445440,1353451440
SEA,SJC,1353442440,1353451020
PHX,DEN,1353445440,1353451320
ATL,FLL,1353445380,1353451740
MEM,CLT,1353443400,1353450480
BOS,PIT,1353445740,1353451680
SFO,LGB,1353445440,1353451320
OAK,SNA,1353446160,1353450660
DTW,SFO,1353432300,1353450960
ATL,FSM,1353445080,1353450960
ESC,DTW,1353447600,1353451380
MCO,JFK,1353442800,1353451800
CLT,BWI,1353445920,1353451380
MSP,MDW,1353445560,1353451440
PHL,HVN,1353448020,1353451980
BQK,ATL,1353448140,1353451560
DTW,MCI,1353444840,1353451380
IAD,SEA,1353432360,1353452040
ATL,PHX,1353436680,1353451200
DTW,TPA,1353442740,1353451200
CIC,SFO,1353443160,1353452100
ATL,SDF,1353446400,1353452100
BOS,BUF,1353447420,1353452280
SFO,ONT,1353446700,1353451980
BUF,ATL,1353445080,1353452160
BWI,CLE,1353446160,1353450120
LAS,LAX,1353448440,1353452040
BNA,IAH,1353444660,1353451620
CRP,DFW,1353447360,1353452280
BWI,ABQ,1353436620,1353451080
MFR,SLC,1353445200,1353451200
SEA,BOI,1353446220,1353451680
PDX,BUR,1353444060,1353452040
EWR,GSO,1353446640,1353451860
PHX,SNA,1353447660,1353452100
BTV,DTW,1353445680,1353451560
PHX,MCI,1353443340,1353451920
DAY,EWR,1353440760,1353447300
BFL,PHX,1353442260,1353447720
CHA,ORD,1353442560,1353448320
MIA,LAX,1353427380,1353448080
AUS,PHX,1353438780,1353447180
JFK,BWI,1353443880,1353447900
CLD,LAX,1353445740,1353448020
MIA,TPA,1353444960,1353448320
PDX,ONT,1353439500,1353447960
CHA,ATL,1353444660,1353447780
PDX,PHX,1353439260,1353448080
OAK,LAS,1353442920,1353447780
CVG,LGA,1353445380,1353452280
SFO,EUG,1353446760,1353452220
DEN,DFW,1353447000,1353451800
MSP,CLT,1353442260,1353451980
ATL,JFK,1353443820,1353451800
ATL,VPS,1353447000,1353451500
ORD,CMH,1353448620,1353452520
SLC,JFK,1353435660,1353452220
CVG,BOS,1353445080,1353452460
OMA,EWR,1353442500,1353452400
ABQ,MDW,1353442260,1353451800
SLC,DEN,1353447180,1353451860
DCA,MCO,1353441960,1353451320
LAS,SFO,1353445320,1353451440
DCA,TPA,1353443220,1353452160
BWI,CLT,1353446580,1353451440
GRR,CLE,1353449160,1353452220
PHX,SAN,1353448080,1353452340
LGA,IAH,1353439500,1353452220
ATL,HSV,1353448920,1353451920
ORD,DTW,1353447360,1353451800
AUS,SLC,1353441360,1353451620
ATL,CHS,1353447480,1353452520
STL,PIT,1353447000,1353452640
PDX,SEA,1353449820,1353452280
GRR,TPA,1353443040,1353452220
CLT,BDL,1353446040,1353451860
CHA,ATL,1353450300,1353452520
DFW,TXK,1353449400,1353452100
IND,MCI,1353442680,1353447660
OAK,SLC,1353441900,1353447720
PDX,DEN,1353439380,1353447480
IAH,MSP,1353437700,1353447840
ORD,CLT,1353440940,1353448080
ORD,SEA,1353432840,1353448560
JAX,LGA,1353445080,1353452400
PHL,AVP,1353449940,1353452340
LAX,JFK,1353430800,1353451740
ORD,MSY,1353445020,1353452340
DEN,LAS,1353445980,1353452400
PHL,BNA,1353444720,1353452220
CLE,MCO,1353444420,1353452520
DCA,BOS,1353446940,1353451860
SFO,PHX,1353445500,1353452400
EWR,MHT,1353447720,1353451860
SFO,BUR,1353447960,1353452160
ATW,MSP,1353444600,1353448020
GJT,SLC,1353441600,1353445740
SBP,PHX,1353442500,1353448320
RIC,ORD,1353441420,1353447840
MKE,LGA,1353440040,1353447720
ATL,FNT,1353441060,1353448320
ONT,LAS,1353444300,1353447540
OMA,ORD,1353441900,1353447720
DTW,LAN,1353445140,1353447480
DEN,IAD,1353435600,1353447660
RDM,PDX,1353444120,1353447900
SAT,SAN,1353436320,1353447420
MFR,SEA,1353443040,1353447660
IAH,CID,1353437580,1353447600
SFO,RDD,1353444540,1353448560
LAX,EWR,1353428880,1353448440
MBS,ORD,1353443280,1353447600
PHL,JFK,1353444240,1353447960
CLT,PIT,1353447480,1353452940
ATL,DCA,1353446160,1353452460
CLE,MHT,1353446940,1353452160
IAD,ATL,1353446700,1353452460
EWR,CLE,1353447360,1353452460
IAD,BUF,1353448440,1353452100
GNV,ATL,1353448320,1353452520
ELP,ATL,1353441660,1353451800
ALB,DTW,1353446580,1353452520
PBI,HPN,1353441480,1353451020
TUL,DAL,1353447420,1353450600
DTW,PVD,1353445200,1353451800
ATL,LGA,1353444360,1353452040
SDF,ATL,1353447060,1353451800
MIA,LGA,1353441900,1353452340
ATL,MIA,1353445800,1353452640
DFW,IAH,1353448140,1353451860
CLT,CHA,1353448500,1353452400
SMF,SAN,1353446640,1353451620
DAL,HOU,1353448920,1353452100
BHM,DEN,1353441000,1353452340
SEA,ORD,1353438840,1353452580
IAH,LAX,1353439680,1353452340
PHL,STL,1353439980,1353447420
LAS,DTW,1353433380,1353447660
GSO,CLT,1353445080,1353448020
DFW,IAH,1353445080,1353448200
CLT,HTS,1353444060,1353447900
PHX,OKC,1353440220,1353447180
GCC,DEN,1353442560,1353447840
ATL,PNS,1353444000,1353448440
STL,PHL,1353440100,1353448020
OAK,SEA,1353441960,1353448500
MSP,SFO,1353433380,1353448080
MSP,AUS,1353442740,1353452100
SBA,LAX,1353449460,1353452460
DFW,SLC,1353436920,1353447180
BGR,PHL,1353442800,1353448920
ATL,PIT,1353441360,1353447420
LAX,LAS,1353443640,1353447960
MSP,BOS,1353437700,1353447600
LGB,SFO,1353446040,1353452280
MBS,DTW,1353449520,1353452160
SYR,DCA,1353447720,1353452580
PHL,SFO,1353430500,1353452400
CLT,LGA,1353446760,1353452820
SEA,GEG,1353448440,1353451800
LAS,SAN,1353446100,1353449520
CLT,CHO,1353447660,1353452400
IAD,ROC,1353447780,1353451920
ORD,ATL,1353445080,1353452040
OKC,IAH,1353446640,1353452220
PGV,CLT,1353447780,1353451920
PBI,CLT,1353445440,1353451740
ABE,CLT,1353446640,1353452160
EWR,SDF,1353444900,1353452640
MSP,MSY,1353442560,1353451680
PHL,ABE,1353451020,1353452640
MSY,DAL,1353446640,1353451860
MGM,ATL,1353449220,1353452100
LAX,MSY,1353437580,1353451860
LAS,IAH,1353443220,1353452820
MSP,DCA,1353445020,1353453360
SHV,DFW,1353444540,1353448500
LAX,EWR,1353428940,1353448440
HPN,ORD,1353440040,1353448020
JFK,SFO,1353424440,1353447600
LAS,SFO,1353440940,1353447780
DTW,AVP,1353442560,1353447300
SLC,DTW,1353434940,1353447960
LAS,RNO,1353443880,1353447960
IAD,EWR,1353440400,1353447840
EWR,CMH,1353441240,1353447660
JFK,CMH,1353440580,1353448260
SNA,DEN,1353439860,1353447960
IND,BWI,1353441000,1353446580
MEM,ORD,1353441660,1353447960
RDU,PHL,1353443520,1353448320
PHL,PIT,1353443400,1353448320
ATL,STL,1353442800,1353448320
DTW,CLT,1353442800,1353449040
ORD,MSP,1353445500,1353450240
CLT,FLL,1353446040,1353452640
ORD,MSP,1353448560,1353452760
MCO,COU,1353437100,1353447240
CLT,DTW,1353446880,1353452820
OAK,SLC,1353445800,1353451560
MEM,SLC,1353440160,1353451980
FNT,CLE,1353448380,1353451740
CLT,IAH,1353443400,1353452280
PBI,LGA,1353443280,1353452400
LAX,CLD,1353449760,1353452160
AGS,ATL,1353449580,1353452700
PHX,ORD,1353439560,1353452640
CAK,MDW,1353447660,1353451860
PWM,EWR,1353447300,1353452280
DTW,ATL,1353445200,1353451800
LAS,MKE,1353439620,1353452100
ORD,JFK,1353445380,1353452580
LGA,PBI,1353441480,1353451980
SFO,MCO,1353433440,1353452040
CMH,TPA,1353444120,1353452220
TUS,IAH,1353444060,1353452340
LAX,PHL,1353428880,1353447660
SAT,ATL,1353439920,1353447720
OMA,DEN,1353442320,1353447360
SDF,BWI,1353442740,1353447720
MSP,BMI,1353439920,1353444480
MSP,LGA,1353438600,1353447660
ORD,LGA,1353441540,1353448500
ATL,HSV,1353444900,1353447960
BNA,ATL,1353448740,1353452880
LAX,DEN,1353444600,1353452220
SAN,PHX,1353448560,1353452100
ATL,BTR,1353445920,1353451080
RNO,SJC,1353447900,1353452520
SWF,DTW,1353446820,1353452460
DEN,ICT,1353447300,1353452700
LGA,SDF,1353443640,1353452880
PHF,ATL,1353446940,1353453120
SFO,SBA,1353446340,1353452100
HOU,EWR,1353440340,1353452040
CMH,RDU,1353448320,1353452640
LAX,ELP,1353445500,1353452640
BOS,IAD,1353446880,1353452820
MKE,EWR,1353444060,1353451800
ATL,DEN,1353441540,1353452640
CLT,TPA,1353446700,1353452820
CLT,FLO,1353450300,1353452580
LAS,PHX,1353447960,1353451680
GSO,ATL,1353447780,1353451980
SAN,LAX,1353450240,1353452340
CVG,ORD,1353448980,1353452760
LAS,CLE,1353438900,1353452940
PIT,MDW,1353447180,1353452220
BWI,CLT,1353442920,1353447780
PIT,CLT,1353443040,1353447960
LAX,PHX,1353443460,1353448380
LGA,MIA,1353438000,1353449040
BOS,DFW,1353434700,1353448980
OAJ,CLT,1353444780,1353448740
DTW,CAK,1353444780,1353447960
DFW,SFO,1353434760,1353448560
DCA,ATL,1353441300,1353448560
DEN,IAH,1353441240,1353448800
SJC,SEA,1353441360,1353447960
SEA,ALW,1353445080,1353448740
DTW,AUS,1353437280,1353447720
PHL,CHS,1353442200,1353448560
SFO,DFW,1353436500,1353448560
ORD,SAN,1353434460,1353448680
PHL,ILM,1353443700,1353449160
MDW,ALB,1353441660,1353448440
BWI,PBI,1353443580,1353452580
MIA,TLH,1353447960,1353453000
ATL,IAH,1353444600,1353452580
LAS,DEN,1353445980,1353452400
SLC,TUL,1353444060,1353452220
DEN,ORD,1353443700,1353451560
MRY,SFO,1353449220,1353452220
IAH,ORD,1353443460,1353452700
CLT,PVD,1353446160,1353452760
STL,ORD,1353448560,1353453000
BDL,DCA,1353447840,1353452400
EUG,SLC,1353446220,1353452580
MSP,MEM,1353446280,1353452760
ATL,IND,1353446940,1353452160
ATL,ORF,1353447240,1353452880
MSP,ROC,1353444840,1353452220
ATL,MCO,1353447780,1353453000
ABE,ATL,1353445140,1353452460
SNA,ORD,1353438720,1353453120
LAX,RNO,1353447300,1353452700
DCA,FLL,1353443460,1353452460
BMI,MSP,1353446160,1353452100
RDM,SLC,1353446400,1353452400
DTW,FWA,1353445140,1353448260
CLE,PHL,1353442440,1353448500
DEN,DFW,1353441960,1353449280
SLC,PHX,1353446940,1353452040
PIT,RSW,1353443760,1353452820
LAX,SJC,1353448500,1353452040
OKC,DAL,1353449220,1353451980
JAN,ATL,1353447660,1353452400
PHL,JAX,1353444420,1353453120
MSP,SDF,1353445980,1353452880
OMA,MDW,1353447480,1353452160
DFW,SLC,1353442980,1353452520
AUS,LBB,1353447900,1353451800
DTW,PHL,1353447120,1353453180
EWR,PVD,1353447240,1353451620
ATL,DAB,1353446820,1353452940
BOS,LGA,1353448320,1353452820
MCO,SYR,1353443880,1353453420
SAT,SLC,1353442260,1353452040
SMF,SLC,1353446940,1353452400
DEN,SAN,1353445560,1353453000
MCI,EWR,1353443160,1353453060
PBI,EWR,1353444540,1353453300
CID,ORD,1353448380,1353453420
PSP,PDX,1353444720,1353453300
BOS,DCA,1353448260,1353453060
MSP,MKE,1353448680,1353452520
PHX,STL,1353441600,1353452100
DEN,PSC,1353444360,1353453000
CVG,JFK,1353445800,1353453240
OKC,ORD,1353444480,1353452520
DEN,LGA,1353438360,1353452160
MSP,PIT,1353445560,1353452460
HSV,ATL,1353450060,1353453300
DEN,IAD,1353441300,1353453480
ATL,CLT,1353448440,1353453420
ATL,ILM,1353447660,1353453060
SAN,ATL,1353437700,1353453240
PDX,LAS,1353444960,1353452700
PHL,DFW,1353438900,1353450600
TUS,LAX,1353448080,1353453180
PHX,CLT,1353439080,1353452880
IAD,PHL,1353449640,1353452700
ATW,ORD,1353449280,1353453000
MCI,ABQ,1353445320,1353452280
CVG,ATL,1353446700,1353452280
STL,DEN,1353442800,1353451080
LAS,ORD,1353439560,1353453300
PHX,IAH,1353443340,1353452820
MLI,ORD,1353450060,1353453420
ATL,ORD,1353446340,1353453180
PHX,LGB,1353447780,1353452520
ONT,SLC,1353446400,1353452040
ATL,SGF,1353446280,1353452460
MSY,HOU,1353448980,1353452940
HHH,CLT,1353448380,1353453240
DEN,EWR,1353440220,1353453480
GRR,ORD,1353449760,1353453300
JFK,RDU,1353446640,1353452700
STL,MSP,1353447540,1353452340
IAH,CLE,1353443820,1353453420
CLE,DTW,1353450120,1353452820
LIT,DAL,1353448740,1353452460
LIT,DEN,1353441600,1353450600
BIS,DEN,1353441540,1353447900
LAX,TUS,1353447600,1353453000
LGA,ORD,1353444780,1353453180
MIA,IAH,1353442680,1353453480
HRL,DAL,1353447240,1353452280
CLT,PHL,1353447000,1353452460
MCO,ATL,1353446520,1353453120
DEN,MCI,1353447120,1353452880
MSO,DEN,1353446760,1353453060
ATL,DCA,1353446280,1353453420
LAS,SLC,1353448200,1353452760
CLT,MCO,1353447180,1353453000
LGA,PHL,1353448260,1353452940
BOI,ORD,1353441120,1353453240
VPS,ATL,1353447960,1353453000
MFR,PDX,1353449280,1353452580
MSP,SAT,1353442740,1353453120
BHM,STL,1353447000,1353451560
DEN,SEA,1353442740,1353452880
AZO,DTW,1353450300,1353453360
CLE,RDU,1353446880,1353452760
SFO,ABQ,1353444180,1353453300
DTW,MDW,1353450120,1353453780
RAP,ORD,1353445500,1353453780
EWR,XNA,1353442740,1353453540
HTS,CLT,1353449700,1353453840
ELP,LAS,1353447120,1353453120
ORD,PHL,1353447000,1353454140
STL,MSP,1353447720,1353452580
LGA,DCA,1353448320,1353453480
SAN,OAK,1353447060,1353452340
BTR,DFW,1353447840,1353453660
ATL,MKE,1353445920,1353453000
IND,RSW,1353445500,1353453780
GTR,ATL,1353449580,1353453600
EWR,BOS,1353449340,1353453660
CLT,SYR,1353446820,1353452820
JFK,IAD,1353447960,1353453000
CLE,EWR,1353448020,1353453600
HOU,DAL,1353448740,1353452280
SFO,SBP,1353449280,1353453240
SAN,IAH,1353442620,1353454080
MSP,ORD,1353448380,1353453900
SAV,ATL,1353449100,1353452940
OAK,ONT,1353447300,1353452760
ABQ,ATL,1353443040,1353453300
MDT,ORD,1353445980,1353452820
DFW,CLE,1353444420,1353453660
SNA,SFO,1353448680,1353454380
SEA,LWS,1353449880,1353453480
BOS,MIA,1353441000,1353453900
IND,ORD,1353450300,1353453480
RSW,ORD,1353443100,1353452700
SMF,ATL,1353438720,1353453600
PHL,CVG,1353447300,1353453180
ATL,ICT,1353445260,1353452880
IAD,PWM,1353447780,1353453420
IAH,RIC,1353444540,1353453540
BOS,LGA,1353448620,1353453240
DTW,IAH,1353442740,1353452460
CLT,BOS,1353445980,1353452940
DFW,LGA,1353441060,1353452760
IAH,LGA,1353440940,1353453180
DEN,ISN,1353443880,1353449580
CVG,MCO,1353446040,1353453540
CHO,PHL,1353448740,1353453120
STL,CLE,1353447480,1353453120
LGA,ATL,1353444720,1353453900
CID,DEN,1353446460,1353453300
BNA,DTW,1353448140,1353453720
SJC,SLC,1353446100,1353452940
ATL,SYR,1353445740,1353452880
LAX,SFO,1353447720,1353453480
SAN,SFO,1353447360,1353453060
CVG,DFW,1353445740,1353453780
DTW,PIA,1353448920,1353452700
PHX,SLC,1353447360,1353453180
RDU,LGA,1353448320,1353453000
CHS,ATL,1353448140,1353453480
ATL,JAX,1353448800,1353452820
ATL,DEN,1353441300,1353452880
ATL,AVL,1353450180,1353453600
LAX,SAN,1353450720,1353453600
SFO,RDM,1353445740,1353453480
LAX,SEA,1353443580,1353452700
LAX,SFO,1353447300,1353452700
ATL,LIT,1353447480,1353453240
MSP,DTW,1353447420,1353453600
CMH,DTW,1353449640,1353453060
DUJ,CLE,1353450000,1353453180
MSN,ORD,1353449400,1353453060
BUF,BWI,1353449340,1353453240
BHM,MSY,1353448680,1353452640
LSE,MSP,1353449940,1353452640
MHT,DCA,1353448200,1353453780
DAL,ELP,1353446760,1353452520
FLL,DFW,1353441840,1353453900
IAD,BDL,1353449040,1353453240
CLT,ORD,1353446700,1353453660
BUR,PHX,1353443100,1353448440
MDW,DTW,1353448980,1353452520
CVG,EWR,1353446280,1353453060
CLT,BUF,1353447060,1353453480
JFK,MCO,1353442740,1353453060
PHL,RSW,1353442740,1353452640
EWR,RDU,1353447120,1353453840
OAJ,ATL,1353448200,1353453720
PHX,ELP,1353448560,1353453300
FLL,LAX,1353430260,1353453180
TVC,DTW,1353449340,1353452460
DHN,ATL,1353449880,1353453360
HPN,DCA,1353449040,1353453780
CLT,IND,1353447180,1353453360
SEA,SFO,1353444360,1353453120
LGA,BOS,1353448320,1353453300
CLE,STL,1353447840,1353453420
MCI,BWI,1353444780,1353453240
DEN,OAK,1353444000,1353453360
JFK,PBI,1353441540,1353452880
RIC,ATL,1353447420,1353453060
ORF,DTW,1353446640,1353453420
ASE,DEN,1353450000,1353452640
ATL,SHV,1353447660,1353453660
PHX,SBA,1353447900,1353453840
RSW,JFK,1353444060,1353453060
CLE,MSN,1353448860,1353453300
RIC,DTW,1353446760,1353453660
DCA,CLE,1353448920,1353453660
ATL,GPT,1353448620,1353453060
DCA,ATL,1353447420,1353453720
RSW,ATL,1353447240,1353453540
PBI,BOS,1353443040,1353453060
PHL,DTW,1353448020,1353453540
ATL,HPN,1353445560,1353453480
LGA,BOS,1353448680,1353453300
ORD,SDF,1353449820,1353453840
DEN,CPR,1353450720,1353453780
SNA,SLC,1353446700,1353452760
PHX,RNO,1353447420,1353453360
ATL,BUF,1353446580,1353453840
MIA,ATL,1353446820,1353453420
AUS,DEN,1353444780,1353452880
ELP,IAH,1353447360,1353453480
OAK,PDX,1353446160,1353451920
IAD,ORF,1353450180,1353453360
PHX,ONT,1353448620,1353453420
BUF,CLE,1353449400,1353453540
CMH,LGA,1353447900,1353453780
ORD,CVG,1353450240,1353453960
IAD,ATL,1353448080,1353453840
SAN,LAX,1353451560,1353454080
BWI,BOS,1353449040,1353453420
DEN,ATL,1353443760,1353453600
BDL,ATL,1353444120,1353453300
ATL,PBI,1353447180,1353453540
ATL,MSP,1353444240,1353453060
DTW,BDL,1353447480,1353453540
LEX,ATL,1353448500,1353453720
LGB,LAS,1353450120,1353454020
PHX,SJC,1353446880,1353453480
ORD,ICT,1353447300,1353453180
BIL,DEN,1353447840,1353452880
ORD,ATL,1353446880,1353453180
FLL,DEN,1353435840,1353453420
SFO,SMF,1353450420,1353453120
PHL,TPA,1353444240,1353453960
ORD,LAX,1353440160,1353454260
PHX,CLE,1353440580,1353454260
TPA,LGA,1353444480,1353453480
ATL,PNS,1353449280,1353453480
LAX,FLL,1353435780,1353453360
JFK,SDF,1353445080,1353453360
BFD,CLE,1353450000,1353453660
IND,ORD,1353449940,1353454140
RKS,SLC,1353448380,1353452880
DEN,ABQ,1353449760,1353453780
FLL,JFK,1353443460,1353453180
PIT,ORD,1353447900,1353452820
FLL,DTW,1353443160,1353453360
OAK,BUR,1353449160,1353452700
TYS,ATL,1353450840,1353453600
DEN,LAX,1353446460,1353454500
PHL,BWI,1353451500,1353453840
MYR,ATL,1353447840,1353453360
LAX,LAS,1353450120,1353453600
ABQ,PHX,1353449340,1353453180
DSM,ORD,1353448860,1353454200
PBI,TPA,1353450240,1353453060
DEN,ORD,1353445320,1353454200
ORD,LGA,1353446820,1353454200
PIT,CLT,1353449460,1353454200
RDU,PHL,1353448920,1353453540
CLE,MDW,1353448080,1353452280
SEA,BOI,1353448440,1353453480
PBI,ATL,1353446820,1353453360
LAS,ONT,1353450540,1353453420
BNA,JFK,1353445680,1353453840
MSN,DCA,1353446820,1353454260
ORD,CHS,1353446280,1353453540
BOS,PHL,1353448500,1353453900
PHX,MDW,1353441960,1353453660
DCA,BHM,1353444180,1353454140
EWR,RIC,1353449640,1353454200
DEN,MCI,1353447900,1353453240
STL,DAL,1353448020,1353453300
CLT,ALB,1353446820,1353454080
MKE,PHL,1353447900,1353454080
PDX,EUG,1353451080,1353453540
IAD,TYS,1353448680,1353453900
PHL,SWF,1353451500,1353454260
SEA,STL,1353440640,1353453720
SJC,SNA,1353449460,1353453960
SFO,CLE,1353437460,1353454500
DTW,STL,1353448620,1353453840
DFW,PHX,1353445140,1353453780
ORD,LGA,1353446760,1353454080
CLT,AVP,1353446580,1353453180
DCA,ORD,1353447900,1353454380
ATL,TRI,1353450180,1353453480
SEA,EAT,1353451620,1353453720
HOU,LIT,1353449580,1353453720
ORD,TOL,1353450300,1353454440
ATL,MYR,1353450060,1353454020
FLL,ATL,1353447180,1353453900
SAT,PHX,1353445200,1353454080
DRO,PHX,1353449640,1353454200
GRR,DTW,1353450660,1353453960
ORD,LGA,1353446820,1353453720
LAX,OAK,1353448500,1353453120
PHL,ITH,1353450300,1353453600
GCC,SLC,1353445020,1353453060
MIA,MSY,1353446940,1353454500
LAS,DTW,1353439260,1353454140
MOB,ATL,1353449640,1353453840
MSP,IAD,1353445200,1353453600
ATL,DAY,1353448500,1353453840
ORD,MCO,1353445560,1353454440
DAL,SAT,1353449760,1353453480
MSP,RDU,1353444840,1353453420
IND,PHL,1353447720,1353454320
JFK,MKE,1353445500,1353454320
BDL,TPA,1353442680,1353453180
TPA,BWI,1353446400,1353453900
HOU,LAS,1353442020,1353453360
LEX,DTW,1353449280,1353454080
CLT,MLB,1353447900,1353454020
CHS,LGA,1353447660,1353453660
DTW,MKE,1353450840,1353454500
LAX,LAS,1353449940,1353453600
BWI,PIT,1353449220,1353453000
EWR,ATL,1353445020,1353453840
SCE,DTW,1353449400,1353453900
SFO,JFK,1353432480,1353453420
